c5,c6,c7,c8,c9,n0,n1,n2,n3,n4,class
a,a,a,a,a,-0.5948800354675436,0.6216751334823831,0.9522824006176768,0.8607048328161059,0.8526603816549491,B
a,b,b,b,a,1.4758471514903848,0.3342287720686133,0.6649829173941917,-1.2152512285914336,-0.6478480806956355,B
b,a,a,b,a,0.3795275273758057,1.8314512896295705,4.102612821182883,-0.2580107975921459,0.6368400159331198,A
a,b,a,a,b,1.4059981085222033,-0.9622422419468396,-2.1559384653475155,1.0607546886595245,0.259225535609588,A
a,b,b,a,b,1.0247685069896983,0.7744719988770346,2.1318192784191106,-1.0258985394529336,0.0093120510812089,A
b,b,b,a,b,-1.3821896454915494,0.0498802761094803,0.3661151619694377,0.279929717337923,-0.0375231391874571,A
a,a,a,a,a,0.0277336926115778,-0.0535541394908167,-0.062484361399289,0.91924682957395,0.3906125585136271,A
b,a,a,b,b,-2.560930793427718,-1.3167852271799745,-2.730797102273548,-0.2770136296189978,-0.8474066381833713,B
b,b,b,a,b,0.6877374828169758,0.6769815993699728,1.5989837260836357,1.0815636161683813,0.6482115250229359,A
b,b,b,b,a,0.6331235770285767,-0.4969381509788018,-1.0698052792042498,-1.9978397985922929,-1.179762301969702,A
b,a,b,a,a,0.8225741041063143,-1.4798206662339377,-3.4143220152419005,0.4341085845173726,-0.5778579453833933,B
a,b,b,a,b,0.2413974873650729,-0.9214121924690716,-1.6379663068623906,0.7753206126371766,0.1531971435764263,B
a,a,a,b,b,-0.9384539027218142,0.2225258484751577,0.5266711758412457,0.1693423913618607,0.1138860634560078,A
b,a,b,a,a,0.2458096774436176,0.8098845979694825,2.296103863674455,1.0021949114224102,0.927879178746182,A
a,b,b,a,b,-0.3795528755542263,-0.0864093627974651,-0.1199669374584971,0.8749949094344256,0.4414161572234072,A
a,a,a,a,b,-1.046793072826512,0.3034515750102488,0.3581617221655467,0.4551225987973464,0.3415849159175677,A
a,b,b,a,b,1.1629342108046012,0.1964644669841164,0.6717782266469378,-0.4295130027289521,-0.0105389494177476,B
b,a,a,b,b,1.8328246451991408,1.4171454680410036,3.145380528512976,0.9364178872574024,1.3063520877513766,A
b,a,a,b,b,-1.2409465615651831,0.3887448747234382,0.7265176566696739,-0.6954193482542761,-0.257266273342183,B
a,b,b,a,a,0.8416918547004221,-1.8232725039769209,-3.5824626691481685,1.6179629048869242,-0.0426605382964681,B
b,b,a,b,a,-1.5632968350494114,0.3309848773393117,1.098344866190724,-0.7386852652797729,-0.2251032667772327,B
b,b,b,a,b,1.4773264008122886,-0.5288069347014507,-1.1423787798537204,0.8084944545072541,-0.0714468453718394,B
a,a,a,b,b,1.836865838405492,-0.3081046574912287,-0.894189837300599,0.2686678840793619,-0.041738590342818,A
b,b,b,b,a,-1.0015239363074502,-0.5763703907943268,-1.3775642750591155,-0.3512842462640237,-0.5951391346007019,B
a,b,a,b,a,0.000424092814328,0.730726927435352,1.586737315768832,-0.157108264273207,0.1821479608007425,A
b,a,a,b,b,0.9389156800589544,-1.063529281986207,-2.13945374528824,-1.4910096798852823,-1.326006136357376,B
a,b,b,b,a,-0.9030978343483708,-0.1260539544405863,-0.1902018928624544,-0.1881574593831767,-0.0584808809272394,B
b,a,a,b,b,-0.5744361574981821,-0.0447800933064514,-0.3579670322866157,-1.1255956221499923,-0.496276171700318,B
b,a,a,b,b,-1.0376046909804588,-0.4386636485097781,-0.5663342441200891,-0.116854614519828,-0.3376738459530273,B
b,a,a,b,b,0.1002280159887399,-0.5756527346203212,-1.132284055708227,-2.394686145590984,-1.6882737799784349,B
a,a,a,a,b,2.117492977148076,1.1619667815440873,2.2188531781419663,0.6129151448532971,0.8008862894986978,A
a,a,a,a,a,0.6352947453960575,0.8619308245495308,1.7361590913560905,1.157041803551073,0.9464371784246884,A
b,b,b,a,b,-0.0759984183519238,-0.6157969201467501,-1.375701553839689,0.2912129004121302,-0.2719208853499486,B
a,b,b,b,b,-1.049433979974825,-0.2655271016001251,-0.2847084954557963,-1.4096687622346038,-0.6956448119547366,B
b,b,b,a,b,-1.7394635790788051,-0.0123756656191936,0.0387644401704235,1.0881059630459389,0.4068638141569787,A
b,b,a,a,b,0.434912339302621,0.081920762595655,0.1500778556916735,1.444218809911471,0.9564368728780588,A
a,b,b,b,a,0.0483614630441741,-0.6286293600038811,-0.9723104243538956,-1.710556548086623,-1.3492539728724682,B
b,a,a,a,a,1.1573192827080794,0.0170478931793042,-0.14682520021194,0.820614296012232,0.208186235742487,A
b,a,a,b,b,0.6731803076472737,0.7079265600762723,1.479758104330947,-1.929843641659145,-0.4930069943166445,B
b,b,b,a,b,-0.0658600008137542,1.3324503550143558,2.378694098231494,0.072931148623722,0.8508694876140451,A
b,b,b,a,b,2.2989067190821046,-0.3756262461613541,-0.7472019553049638,0.7303784013807774,0.1966554812841967,B
b,a,a,a,a,-1.497795690016849,0.0294829974208993,-0.1013290108312011,0.8071018079291287,0.3352675266148231,A
b,a,a,a,b,0.0427552257893773,1.2005482323652683,2.2302190946380147,0.4586172464067758,0.5328227801954216,A
a,b,b,a,b,1.6954614097604406,-0.5164969017768072,-0.8998589665071136,0.2103382193000566,-0.0653881371236132,B
a,a,b,a,a,2.6279398937139984,-0.1048278665033846,-0.1166428888496188,1.2234341910033135,0.5922940277598964,A
a,b,b,a,b,-0.7829140396219421,0.4189287048082213,0.7232848244660421,0.7394664269922697,0.5498973925102824,A
a,b,b,a,a,-0.6707086575254564,1.5962199494480696,3.2425460581104844,0.5178476038876045,1.192285567972137,A
a,b,b,b,a,-0.4297231876594578,0.1241494620663597,-0.0221210232290363,-0.9651957540174816,-0.4877860264110077,B
a,b,a,b,a,0.0978525783427035,1.0792135629499575,2.0815368390871547,-0.5897130766503962,0.433358581904268,A
b,b,b,a,b,-0.5738868821762713,-1.1467247073257028,-2.399754301482312,0.7142319509867464,-0.3202878627065907,B
b,b,b,b,a,-1.7181583562749625,-0.2650893225537687,-0.7389342799686403,1.3888475155033406,0.568008731953511,A
b,b,b,b,a,0.305010893050209,1.123902371292353,2.2774067231344164,-0.4606766115554258,0.5869420434587286,A
a,b,b,a,b,0.5647978753199764,0.275250520269348,0.7801054266207793,-0.8091246561225706,-0.2251959662954448,B
b,b,b,b,a,-0.4756198253504633,0.2400796365286669,0.4171925613202946,-0.2470673233434078,0.1062999559651956,B
a,a,a,b,b,-1.1903506584004646,0.8085904667553604,1.826416177743748,-0.1116911536178157,-0.0676293667209769,A
a,a,a,b,b,1.4638237749777478,-0.1080116449370745,-0.2811081699337766,1.7473269282793995,0.7020529950100113,A
a,b,b,a,a,-0.3693274827332122,-0.771516998796154,-1.5624851624957032,0.9052780245096136,0.2683455924880869,B
b,a,a,b,b,-0.3218987983442826,0.32685084158626,0.3182202604466819,0.5578864178681678,0.4427563199301291,A
b,a,b,a,a,1.4020432636813418,-0.2731975456332692,-0.4168768198886384,1.81519650542004,0.7422541999533913,A
a,a,a,b,b,0.0644572458211577,-1.064839715456498,-2.1728287587718964,-1.0554833261538918,-0.9890179472319628,B
a,a,a,b,a,0.4334384289706296,1.170107454434837,2.388766952198683,-0.4684946499592244,0.2552601029484357,A
a,a,a,b,a,-0.621695498119132,-0.3640719639049449,-1.116542259163381,-2.169897948323648,-1.3849682215000685,B
a,b,b,b,b,1.3019332316076926,-1.0470657574001936,-2.1264214500713603,-0.0340429464315994,-0.3369348789891875,B
b,b,b,b,a,1.886085040426607,0.7755158220546143,1.686400307278482,-1.234413060007494,-0.2922236137569933,B
b,a,a,b,b,2.001225232812048,0.3908106813404256,0.4752960402401294,-0.3016721392301124,0.0791674415406807,A
b,a,a,a,a,1.0238643144319763,-0.3873105278979465,-0.5559462493837096,0.8401584359277994,0.3005149026992823,A
a,a,a,a,a,1.0796887585443322,1.205911694525607,2.1173358212107884,0.6444722368908924,0.9576637283066636,A
b,a,a,a,a,0.6395103567816836,0.6591030344075712,1.3782740713787054,-1.6376172193611993,-0.5096551350426851,B
b,a,b,a,a,0.243339928613664,1.6778512051078895,3.578256326071721,1.486567808045668,1.463001414142492,A
a,a,a,b,b,0.3651554854103884,0.7997676395689931,1.605782813159934,1.6945541018148405,1.3649309787353023,A
b,a,a,a,a,-0.2479766991484334,0.3586779995714985,1.2823370795475069,1.9380586241912108,1.309273869860086,A
b,b,b,a,a,0.2557674644247038,-0.7648220043335836,-1.5682190338627058,0.0454886798342275,-0.3939915096731321,B
a,a,a,b,b,1.6300522180493175,0.2311432231314797,-0.0516154951634233,-0.3031576875382855,-0.097593652701209,B
b,b,b,a,b,1.2686128873185931,1.2048885292279907,2.4230020708640674,0.2852288698388699,0.8611158155519794,A
b,b,b,a,b,-1.4446973610577174,0.3207531183359602,0.2480502931024446,0.5756136710273128,0.4780389179813666,A
a,a,a,b,b,0.45292184818275,-1.4126394376892375,-2.829603551068545,-0.3122177171334401,-0.865228812978068,B
a,a,a,a,a,1.013765191873598,0.420018939718803,0.8016281599933902,1.4670517105202132,0.8027099557606225,A
b,a,a,a,a,-0.6703042557248,0.4181136632657771,0.6170058851961606,0.0822736623785201,0.2768830919575377,A
a,a,b,a,a,1.9028018305932075,0.2020944185190759,0.2776923771124636,0.5328643665748694,0.5678248115294204,A
a,b,b,a,b,0.3243275610693742,-0.3035655226542074,-0.7154463347379156,0.7975909730951585,0.1191585410725605,B
a,b,b,a,b,0.7063355641744999,-0.2057358869710965,-0.841388212818771,2.5531293325210003,1.144077992817823,A
a,a,a,b,b,1.3504524664585822,0.3626717649580526,0.933784391484194,-0.2379556990063765,0.088679660425514,A
b,b,b,a,b,0.0579437384688116,-0.1921540361652316,0.0716591719769317,-0.4581944315848765,-0.2508975008536802,B
a,a,a,b,b,1.732089187954546,0.7411342517162773,1.4834459593386435,-0.3528723534921678,0.1921364175354218,A
b,a,a,b,b,0.7771733437098494,-0.1726182949175901,-0.6446371593309064,0.2040333564828384,-0.1355187897417151,A
b,a,a,a,a,-0.7622802756878152,1.534426954834877,2.7708545524965,-3.0284501330649447,-0.8962909346701854,B
b,a,b,b,b,-0.7031668626102353,-0.6811022166513322,-1.1334273285167376,-0.9476971686338472,-0.902947522408053,B
a,b,a,b,a,0.3483270595821915,-0.9860803793575084,-1.3105174891565825,-0.6892291995291296,-0.8066622897022993,B
a,a,a,a,a,-0.7554511145291611,0.0075594264094158,-0.1006779282380024,0.5184176355543244,0.4057349357539617,A
a,b,b,a,b,0.7035019598415676,1.851944920929805,3.512444920348969,1.3956531161416257,1.4991443976425092,A
b,a,a,b,b,-2.085968006629331,-0.1882872343561804,0.00091064090893,-1.5557132643405764,-0.902938022658861,B
b,b,b,b,b,0.6523113766606029,0.5765980503508613,1.1878652556365945,-1.301565116014845,-0.4174998080091445,B
a,a,a,a,a,0.1096303948213925,0.121860649999236,0.2403461270004482,0.3481542207750392,0.173056915170906,A
b,b,b,a,b,0.7183365831304576,0.6551367175039845,1.5705484071706644,0.4482034510164759,0.4685218890325984,A
b,b,b,b,a,0.625556952723197,-0.016755189686857,0.0718983361762058,-0.4130709372379757,-0.265320167723143,B
a,a,a,b,b,-0.4457124608117195,-0.7178593449494752,-1.5851048897767894,-1.325342269674513,-0.9274628694750936,B
b,b,b,a,a,0.0816733152657667,-0.1395184298310189,-0.2379296478084843,0.114910618212367,-0.0390773212419186,B
b,b,b,b,a,0.9769916347046674,0.0793366544182725,0.3153086287826192,-0.2387000947219053,-0.1516891570308649,B
a,b,b,b,a,1.3624921526459046,1.2567860735241667,2.597526674615124,-2.0745459835234827,-0.2271992906358007,A
b,a,a,b,b,0.0923214625612953,-0.8046749646532312,-1.475628230484279,-0.6346238625213261,-0.6220697495920553,B
b,b,b,a,b,0.8601442225211149,-1.0360674028099148,-2.106547356231274,0.2261565470568265,-0.4153691156444097,B
b,a,a,b,b,0.560417911686987,0.0108732293945218,0.0789949823846295,1.591514258675152,0.865559811874802,A
a,b,b,a,b,0.6847881199728274,-1.4576625905730425,-3.153041775062069,0.3340846258375124,-0.62141806737155,B
a,a,a,a,a,-0.7477230022417123,0.9019036432929374,1.257399190639778,0.202007800781599,0.5401932660870632,A
b,a,a,b,b,-0.1616976890790398,0.5030093239060789,0.787222732280039,-0.3169451887747485,0.3892563077543778,A
a,a,a,a,a,0.8756291988911171,0.5315824196148914,1.0924553917033757,0.7190771878129373,0.6233802016106721,A
b,a,a,a,a,1.3399189986864222,1.1737126600503591,2.229404907153428,0.9692185118392044,0.7772542137467189,A
a,b,b,b,a,0.2622352470561733,2.047275114245992,3.791009216847177,-1.1625608988896037,0.3649192632810389,A
a,b,b,a,b,0.1160477832782875,1.196488814723778,2.3207735009408688,-0.9154325983654484,0.3848682584527593,A
b,a,a,a,a,1.885007532018292,-0.502723731783408,-1.3703189161330012,0.492889007463882,0.0593229501742207,A
b,a,a,a,a,1.2861455063210765,-0.3677267063516416,-0.9383637058629776,0.8509917513448305,0.1493630615306601,A
a,a,a,b,b,1.0364382245075652,0.4731374723048558,0.707712894683888,-0.8091988550804293,-0.2432356384042249,B
a,b,b,b,a,1.1057366042647068,-0.1319842593270627,-0.0963364307919382,0.509346009145359,0.4391227357889344,B
b,a,a,b,b,-1.048231223946609,-0.1894485821518761,-0.3597113231023573,-0.9948723013073169,-0.7033766969787922,B
a,b,a,b,a,0.0865052106906097,-0.2968205735734152,-0.6881071356021788,-0.8692902863478805,-0.3954637096907936,B
a,a,a,b,b,-0.5923986168604802,-1.972357817457586,-4.070394343409051,-1.9471273513387448,-2.0572371560427083,B
a,b,b,b,b,1.4207262430009249,1.0455852079551642,1.946658934388476,-0.4309643151218703,0.3046391441804174,A
a,b,b,b,a,0.0065516054605633,0.9020137093106526,1.9248600489110288,-1.162948388671135,0.1350420948470519,A
a,a,a,b,b,-0.9476876445632628,-0.1763905760270601,-0.4486548165646311,-0.6654617755794905,-0.3000662455403618,B
b,b,a,b,b,1.8094161841493344,0.2486480503571002,0.4484467848335014,-0.1884490800130367,0.0961071512412456,A
b,a,a,a,a,-0.9589306459759293,0.4137425327455075,1.2920149487918935,0.2333657509778828,0.3829987863305948,B
b,b,b,b,a,1.3225653547269096,-0.4504109189207586,-1.099415723151609,-2.553964705528508,-1.7013565723008124,B
a,b,b,a,b,-0.1992858530612981,0.4409372280558927,1.008365234739693,0.1225188376888514,0.2980060696639765,A
b,b,b,b,a,0.5986748308259151,1.0550669671938444,2.1752636371121508,-0.2272932838520484,0.461897295163443,A
a,a,a,b,b,1.6953137332429886,-0.108634624337139,-0.4789306994350619,-0.4295634020978466,-0.2823157634959583,B
a,a,a,a,a,-0.0235658110111004,0.7468100931067276,1.6872707627844694,0.9157328468487392,0.7910049198643507,A
a,a,a,a,a,0.7449703501518943,0.1891581941991774,0.2078053312043527,0.6096496085327159,0.4473545310768004,A
b,b,b,b,a,-0.4625177334297711,1.2992305240943678,2.352869902750834,-0.9501042836656666,0.1244511266769302,A
a,a,a,a,a,-0.7491793000631451,0.0918841944797566,0.1524930501354018,1.383448368643333,0.6901147676006464,A
b,a,a,a,a,0.991467640490414,0.3163918387138384,0.4922310988765125,2.671273438298845,1.545276200044579,A
a,b,b,b,a,0.5045097899411665,0.4384753194481646,0.6899351200027047,-0.6061638616344229,-0.1063108096048314,B
a,b,b,a,b,-0.6510988672913246,-1.1876417376146626,-2.3632086713537634,1.1161613087402484,0.1169816145185195,B
b,b,a,b,a,0.2623279983589084,-0.0467549125201803,0.0830901977293175,-0.039592245236832,-0.0739242617249046,A
a,b,b,b,a,-0.7737185854970065,-0.3441412373747599,-0.7373906018442643,-0.8123315678809395,-0.5245047945623992,A
b,b,b,b,b,1.232456629394013,0.9494958182805772,2.4281665095824265,-0.9344646147681954,-0.040493799767725,A
b,b,b,a,b,0.575584394480226,-0.2826561989218544,-0.3129817459443699,0.1722339912467605,-0.2046400252170326,B
a,b,b,b,a,0.2458481168391135,-0.8991340231539653,-1.6644933166892513,-0.6311923816162412,-0.6325569997466495,A
a,b,a,b,b,-0.2751549069719571,0.2259595513238589,1.004781102534817,-0.7980447643454711,-0.1447094436174791,B
a,b,b,b,a,1.3831300662166428,0.8238737763391594,1.480657712936074,-1.4727987813375667,-0.1262236767097539,B
a,a,a,b,b,2.564165025337526,-1.6448528042325203,-3.0339378546779643,-0.2486841182999575,-0.9066037668282512,B
a,b,b,b,a,0.9487729922220992,-0.1211051726317241,-0.2588584105989934,-0.8705441544462109,-0.7585082477626707,B
b,a,a,a,a,0.3392736556245977,1.9433590848851336,3.8595574581726377,0.6077272252648329,1.1572278495631427,A
a,b,b,b,a,2.228590029511673,-0.8186247701456848,-0.959812273933375,-0.5252572072927592,-0.7191699969601308,B
a,b,b,b,a,1.951043147691696,0.8757758104645147,2.0308185883476986,1.84036868008503,1.3900824283546014,A
b,a,a,b,b,0.3455990668282321,1.457264320267278,2.9086211147755927,-0.3228506878712963,0.4948036077933737,A
a,a,a,b,b,0.3951566820619234,1.791166953506404,3.714025618930539,-0.5978554484182137,0.5964006339530761,A
a,b,b,b,a,-0.9229887972455058,-0.0631363859808336,-0.2790754349879258,-1.5172089998749194,-0.8807942152174462,B
b,a,a,a,a,1.333853503941296,-2.810662682870624,-5.689570203679884,1.1755041715051506,-0.8583120393595837,A
b,b,b,a,b,-1.0141062273933823,-0.2699002270197994,-0.2389708209289008,0.0119029466439629,-0.0873594307885461,B
b,a,a,b,b,-0.655981057021485,1.798530906780956,3.492675128603777,-0.9042384749301968,0.3225070879635534,B
a,b,a,a,a,-0.2241321488710896,1.3666657874312935,2.9135567557480364,0.0009548968815311,0.4484477451411304,A
b,b,b,b,a,1.9240708042911767,0.3951289318832622,0.3312864661980785,-0.743158966396456,-0.3042918429762217,B
a,a,a,b,b,-0.5364013892384691,-0.7759867108399108,-1.433896550958904,-1.640849278827638,-1.2230172692054515,B
a,b,b,a,b,-0.1539910936158535,-0.372270396017653,-0.8961447319277901,0.5765805768399486,0.1751482751643762,B
a,a,b,a,a,1.0265022734740037,1.5206878842276008,2.7188298835326448,2.1549468014738227,1.9036202792133063,A
a,b,b,b,a,0.4886540875476813,-0.1926448610444217,0.1281489031038275,-1.3018496880346258,-0.623778393629981,B
a,b,b,a,b,-0.3567589389543316,0.4465673512374071,0.902250339348696,0.2431154607405521,0.4381835934167566,A
b,a,a,a,a,0.0672172165819674,1.4386350178176126,3.051949296111224,1.6441646809445063,1.699333675189152,A
a,a,a,a,a,0.7504686214465162,1.2395687932107546,2.365994202424408,0.1252380683284281,0.5127161356528899,A
a,b,b,a,b,0.538123878360468,-0.4233441137912804,-0.8932661267175959,0.288307517881628,-0.135796719167081,B
b,a,a,b,b,0.4437925998843891,-0.8489371055096773,-2.266212198771107,-0.6624191602771539,-0.7379507066162988,B
a,b,a,b,a,1.0037411834813588,-0.6468443798225146,-1.3410494466041256,-0.6576140386435095,-0.537623271499089,B
b,b,b,a,b,1.1025877424921844,1.8901781585582176,3.908050594484434,0.6636860009243564,1.299402426987026,A
b,a,a,b,b,0.3882205301376468,0.0581659669504864,0.1216636464082379,-0.6222737126251142,-0.3103021260282282,B
a,b,b,a,b,2.4295409725893533,1.306919908533401,2.4176247052713493,0.3964943371434999,0.8456897367761272,A
a,b,b,b,a,-0.225871616050755,-0.4530554105503502,-0.9831538167929872,-0.5641592520717289,-0.5060943191301068,B
a,b,b,a,b,0.212096274616506,-0.9827636496536498,-2.2859140901215422,0.053974916824293,-0.3905312491734843,B
a,b,b,a,b,0.6288431509326693,0.8874433644590248,1.411280070933261,-0.1749621549477466,0.3138188787078834,A
a,b,b,a,b,1.993341238402078,-0.2793643369981373,-0.7679377973973853,0.0192842452930817,-0.1240999007191866,B
b,a,a,b,a,0.0742761012431936,0.6926756501168783,1.2103653993729853,-0.179104907843205,-0.0189867981096643,A
b,a,b,b,b,1.7067569720174252,0.0309547314016998,-0.1509138476806605,-0.9193924707212472,-0.4436776926180314,B
b,a,b,a,a,1.230720549799253,0.1896184574314858,0.3602762281541849,0.7425100812648808,0.3827246139040859,A
b,b,b,b,a,-1.0702420513872897,0.8978531905950558,1.5501113148006322,-1.7623558942205932,-0.6449162602284666,B
a,a,a,a,a,0.4545565641574943,-0.5629103153480147,-1.3085699184615405,-0.7578047390190883,-0.8555465301135339,B
a,a,a,a,a,0.0801109457144985,1.3348555072132935,2.599202754064467,0.1191434209742031,0.8178156740590952,A
b,b,b,a,b,-0.6371181799129986,-0.6446695807687769,-1.4156735112361505,0.7523947304017065,-0.0419161251100669,B
a,b,b,b,a,0.6742465354126076,-1.917975147020793,-3.9032550625142735,-0.9434682618088992,-1.4510262032764238,A
b,a,a,a,a,1.1030199026069931,0.9208346090939,1.8655458358685388,0.408384791525069,0.6510779774741459,A
b,b,a,b,a,0.1878146134880545,0.0957535624997694,0.2190192199298892,-0.9369717797411404,-0.3617172075428742,B
b,a,b,b,b,1.0957151669687666,0.633784286172535,1.2805620396504276,-1.4263870614782228,-0.1230186646402341,B
a,a,a,b,b,0.6120096190496084,1.430087700325901,2.8154667093953853,-0.0504832525537493,0.6073600768634747,A
b,b,b,a,b,1.6109532116614211,0.7113960195660276,1.6771403790356498,0.2603399412150635,0.5206989181433594,A
b,a,b,a,a,1.527542893170908,0.4962085497779634,1.5046050507901327,-0.6646483052708496,-0.0485800089169504,A
b,b,b,b,a,1.5003253562057834,0.1438295390941746,0.1558461294779256,-0.8470063151016185,-0.3615370386059786,B
b,b,b,a,b,1.1534374754523662,1.6201394536653992,3.4256694782090613,0.1876089567022727,0.9957084413980456,A
b,a,a,a,a,0.5679339599586454,1.069286380081526,2.023477603179881,-0.3471491145868878,0.471695972427548,A
a,a,a,a,a,1.5166745792042446,-0.3337703981789635,-0.3745019919122777,-1.5686183305626102,-1.4349159294414906,B
a,b,a,b,a,0.9801855483660312,-0.8687785339684462,-1.357684780235887,-0.5024728835735672,-0.6318226552719688,B
a,a,a,a,a,0.397296254651482,0.815771922712603,1.827314704355078,0.6616400901968549,0.7076121234281861,A
b,a,a,b,b,-0.3145629150377343,0.3359541816548533,0.752950177216087,-0.9580611679846088,-0.4648408010054315,B
b,b,b,b,a,0.9824808647873492,1.264892001594476,2.234892450007075,-0.4080361473052413,0.5686428089391442,A
a,a,a,a,a,0.5316378170756072,2.590890674968802,5.487588420723091,2.341833467009579,2.5609464754623144,A
a,a,a,a,a,-2.488051349535278,0.7781045055117053,1.0081756518728595,0.6042872428241577,0.8834743607500678,A
a,b,b,b,a,0.3090824542860977,1.845210924183868,4.005351325900426,-0.0257615807593528,1.0433455437051555,A
b,b,b,a,b,0.1901781030311324,1.7742739423705076,3.302629847835356,-0.1016355205830563,0.9054746421242564,A
a,a,a,a,a,1.3187227877206518,1.073882487204956,2.040120220216201,0.7213605638123421,0.7402175533516648,A
a,b,b,b,a,-0.0359212475273873,0.4214048925243419,0.4733577038134008,0.2450884425991905,0.4747694622669989,A
b,b,b,a,b,1.0689784128435822,-0.4360871889335282,-0.8740839035169506,-0.5328764171008562,-0.514251612003646,B
b,b,b,b,a,1.8405281631158417,-0.0445103997259831,-0.1094343031105361,-1.2842792507240235,-0.6936972819059367,B
b,b,a,a,b,0.4951396353145941,-0.2747524185979142,-0.7469578593894369,0.1328547298096061,-0.1905594945698568,A
b,a,b,a,a,-0.2982314191663718,1.1990215004448934,1.9730513358311368,0.1932359408579035,0.6625952729903539,A
a,b,b,b,a,1.7231404927504363,-0.0877881377359173,0.1053593979336782,-0.9807433285349144,-0.319023899759068,B
b,a,a,a,b,2.301191376028934,0.2116059829158201,0.4145727386208806,0.7495826755250674,0.7284597509454458,A
b,a,a,b,b,1.8749924142580363,3.093167912904485,5.929646574251214,-0.6913475119620289,1.183086958487974,A
a,a,a,b,b,1.6750773074349503,0.9119536844243348,1.7930629728527303,-0.8633250011484244,0.1207820022458409,B
b,a,a,b,b,0.4104100559644436,-0.2077962003427089,-0.2993229869953498,-0.4839167968125611,-0.4643825606171901,B
a,a,a,b,b,0.7723726049490689,0.4502479981505816,0.9994319917173872,-0.2416707110173019,0.2438148898090697,A
b,b,b,b,a,-0.0251640536224548,-0.0640634933740703,0.4063422065041491,-0.9552799722567504,-0.3424128040027175,B
b,b,b,a,b,-0.0185589475213827,0.7456879905233209,1.7276750193303496,-0.7016318693498118,-0.1064254069854962,A
b,a,a,a,a,2.185894642723265,1.0679392451880312,1.9762071079278607,-1.5035064568397436,-0.2379794289715332,B
b,a,a,b,b,0.324644299901711,-0.2577525390843309,-0.6787776646901931,-0.1694346675312442,-0.3945128842175359,B
b,a,a,a,a,1.0822536545905723,0.1313352154507009,0.3446480784665762,0.4486430788875962,0.3113690332845145,A
a,b,b,b,a,2.339210619164797,2.129733110220681,4.543291656080311,-1.96234071699998,0.0838177168695518,A
a,b,b,a,b,1.3894948379991052,0.856476122578137,1.725855609572182,-0.1919030215725011,0.4885834288544591,A
b,b,b,b,a,2.273305875096076,0.3494057932994671,0.5645286900146814,-0.0105815694537343,0.1252765858606957,A
b,b,b,b,a,1.862276511252717,0.5245253702690724,1.3460064119436383,-0.1463451093321865,0.3715356320803292,A
a,b,b,b,a,2.26552458045433,-0.1018870370941881,-0.3379060083334242,-1.1847185412598122,-0.6378363384075042,B
b,b,b,a,b,2.1444483110713337,1.3954772541212428,3.4100416564641254,0.7876138286045041,1.0300537915761037,A
b,b,b,b,b,1.0539975854948604,0.8729024990159183,1.7340062109785894,-0.4720273974635422,0.1997245873333543,A
a,a,a,b,b,-2.0026042474266266,1.5137046114735409,3.096366523859597,-1.1999336099527698,0.0594305033930073,B
a,a,a,b,b,0.4786131451104799,0.6314097974663764,1.3866216180176736,-1.0046234465947088,0.051039370774754,B
a,a,a,b,b,1.3289485970873192,0.9946875116564684,1.629299534765028,0.2762217445435654,0.5727336527991767,A
b,a,b,b,b,-0.1734991104116287,1.0870280537519266,2.041138971055992,-0.0114209416968764,0.4273397802108165,A
a,b,b,a,a,1.629455762029608,0.9308768057007036,1.981366812020392,0.553592153561581,0.6407578405820723,A
a,b,b,b,a,0.7210464928213123,2.0269077497627745,4.246898423453814,-0.5120227005850695,0.8143062861534887,A
b,b,b,a,b,0.3170569573261141,0.2293470068715712,0.400881834624827,1.6971533649659944,1.0877633106657358,B
b,b,a,a,b,1.4781707418369237,0.166164734798429,0.3842562198870287,0.5107480932248819,0.2739943912762262,A
b,a,a,a,a,0.5204163962219701,-0.1624173395493728,-0.3100121294079295,0.9728364314098024,0.4175470014324498,A
b,b,b,a,b,-0.5002205023186566,0.0054510606125962,0.1434044871340719,0.9243945750923808,0.4822037699790154,A
a,a,a,b,b,-0.192375856884023,0.1876453168307394,0.2544156160684774,-1.921257049278544,-0.8294904374728345,B
b,b,b,b,a,2.528101919422822,-0.7242735756160182,-1.6327448434109384,0.1385766347278685,-0.3189424621614384,B
b,b,b,b,a,1.128827343713478,0.8459812605597288,1.146548956256813,-0.8855409620506116,-0.1030451539489556,B
b,a,a,b,b,0.9238028497834044,0.9101129080137652,1.6141755317185575,-2.0060172828297778,-0.7423077522692619,B
b,a,a,a,a,-1.6496018490276276,0.5101572856937048,0.7265990932894728,0.8293005299633335,0.6360374101934891,A
a,a,a,b,b,0.5188150302869142,-0.0885813329460062,0.0590560800222842,-1.3499255939826915,-0.5658250736701274,B
a,b,b,b,a,1.1543353356124184,0.7136735968223751,1.7107036992768618,-1.9584120147881607,-0.7322086508539734,B
a,b,b,b,b,0.7528998670970627,2.040514033035767,3.736254722740096,-1.5032517757225965,0.3222789134532447,A
b,b,b,a,b,0.5697600771236654,0.2080687950116548,0.5579071020014984,-0.5571587643867768,-0.0341481882152257,A
a,a,a,b,b,1.234997915988001,2.427757438134185,4.20258325435872,-0.2162302881977356,1.0718576989457107,A
b,a,a,a,a,1.734293605086386,0.3634820800037747,0.7489787876197157,0.2547110545932824,0.4321681558518835,B
