,c5,c6,c7,c8,c9,n0,n1,n2,n3,n4,class
3789,,a,,b,b,,,,,-0.1909246565588621,1
3790,,a,,,b,1.8088717612827443,,3.4299826563435043,,,0
3791,b,a,a,a,,3.683056952432392,,7.364107659370028,,0.938452593598557,0
3792,,,b,,,,0.3541419554873835,,-0.0943300059063509,0.4040102235510502,0
3793,,,a,,b,,,,-1.9680300891099125,,1
3794,b,a,a,,,,,5.358380029363382,,0.7619966247775238,0
3795,,a,b,a,a,1.496623182197771,1.091479181825476,,,0.8686437843785251,0
3796,b,a,,,,1.9043299854401476,0.6191954552980239,2.791167517834233,-1.5328328329017047,-0.067430631769356,1
3797,a,,a,,a,,,,-0.648341162945137,,0
3798,b,,a,,a,0.7615087706617596,,,-1.1074436370579903,-0.2110597256022062,1
3799,,a,b,a,,1.629135494582988,-0.1977220210733021,,,-0.0856725338770064,1
3800,,,a,a,a,,,,,0.2808679573753118,1
3801,,,,,,2.5541912149176165,1.211691233159757,5.53369211068798,-2.012523222800008,0.4742783659871716,1
3802,b,a,,,a,2.957161178272866,,0.3790919876809529,1.097291225686711,,0
3803,a,a,,,a,,,3.99809119715346,-0.8289395348004972,0.6387006688050934,0
3804,,,,,b,,,,-1.503698807182054,-0.0564169783944421,1
3805,,a,,b,,3.4805166199933497,0.7373891214552846,,-1.3830457374483074,0.3727385098800391,1
3806,b,a,,,,,,7.238843284788245,-0.4224144791842269,,0
3807,a,,a,,,2.066385040295033,,,-0.074047862241654,0.8461403368784125,0
3808,b,,b,,,0.9090099628604962,1.7818430469442064,8.636220817891395,,1.121370405847543,0
3809,b,,a,,,,,4.520568622706767,-1.2649558570864825,,1
3810,b,,,,,,0.087681375225523,,-0.1264842420757763,,0
3811,b,,a,a,,2.2114465538225714,1.9303826460558628,,0.3149979913191787,,0
3812,,,a,,,0.9840604038254894,,5.766928841027058,,0.5916052755874228,0
3813,b,a,,,,,,9.18396548709246,0.7353065016414277,1.7765143259381069,0
3814,b,,,b,b,1.044353377890093,,,-0.068892770580367,,0
3815,b,,b,a,b,,3.383887244339455,17.606412541259683,,2.890714693767104,0
3816,,,,,b,0.7153544415495623,,,-2.209288040287442,,1
3817,,b,,,b,2.559770645452266,-0.0210960075398549,,-1.5853801800851774,,1
3818,,,,a,b,3.382109206379168,,1.2178684649341518,,0.0396625150900788,0
3819,a,a,,,a,,1.3782068089966577,,,0.7562252886061614,0
3820,,a,b,,b,,,13.765418120622568,,,0
3821,,,,,,,,,-1.4833732924856269,,0
3822,b,a,,b,b,0.5494128173628432,,-1.7805727804942395,,-0.3477455264258036,1
3823,b,a,b,a,,,,0.2469516184685521,,-0.1940181779511014,1
3824,,,,,b,3.196563717287911,,,-2.0368390115725514,,1
3825,b,a,,a,,1.0634516487020342,,8.970784727665418,,1.3153362970864129,0
3826,b,,a,a,,,,,-1.1220477850509898,,0
3827,b,,,b,a,,0.5544847003751174,4.098609901786498,-1.9498123479440417,,1
3828,b,a,b,,a,1.4208706965272435,,,-1.7225638644902403,,1
3829,,,a,,a,,,,-0.1939648785363067,,1
3830,,,a,b,a,2.999317317207602,1.4309761694268488,8.314850767362627,,,1
3831,,b,b,,b,,-0.2963981553833725,,-2.5809396517227654,-0.9106577631535092,1
3832,,,,b,b,3.2718891220323973,,,,,1
3833,,a,b,a,,0.8770274736269761,,,0.3381566738270196,0.8797344643760483,0
3834,a,a,b,,a,2.2635715406819163,0.7087248790410539,,0.693745291509942,0.8427088251572517,0
3835,,,,a,a,,,-0.6083529914337978,,,1
3836,,b,a,b,b,2.042368709716346,,,-1.3651720827344798,-0.2679715573342362,1
3837,,,,a,,3.213271425216174,,3.7595914802248096,-0.4117879562323736,,0
3838,,,a,b,a,,1.804743196929816,9.551702288920676,-1.2200572228849924,,0
3839,,,,b,,,-0.1967752120449502,,,-0.5908769101598979,1
3840,a,,b,,,2.9253679494333245,,,-1.236609224550179,,0
3841,a,a,,b,,,,0.7377962735158041,-1.1181454071096175,0.118067815988968,1
3842,b,,a,b,,2.255898675233086,,,-2.7593850909309694,0.6133686806861475,1
3843,b,,a,a,a,,0.8413682785358748,4.344224700987695,0.2920694641792873,0.6374145085667758,0
3844,,b,b,a,,,,2.333216526188453,-0.7160935162185478,0.0184454029674375,0
3845,,b,,a,,3.248600176609071,,9.203235576819075,,1.0577735614611412,0
3846,b,,a,b,b,,,9.216965607979814,,1.1233145113650018,1
3847,b,a,b,b,,0.2853435722553297,,,,,1
3848,,,b,b,,4.343257199807681,1.8165408926671536,,-2.0957039388002707,,0
3849,,a,,a,,,,,,,0
3850,,,a,a,,,,-5.360268169546119,,-0.7726645379385708,0
3851,b,a,a,,b,,-0.2186972096100863,,-1.336157060627326,,1
3852,b,,a,a,a,,1.2545172684330137,,,0.9722085605802268,0
3853,,,,b,a,1.3605276294152058,,20.751970861568303,-1.4749776379177963,,0
3854,,,a,b,,2.510738073958368,1.4426860683972706,,,,1
3855,b,a,,,b,,-0.060309086259902,,-1.1132999769635212,,1
3856,b,,,,a,2.678242134016086,2.291121862080897,11.25873242433716,0.4751971271516519,1.8512483114634104,0
3857,,b,,a,,,0.0957377033550822,0.67342137808481,0.0408058397093258,,0
3858,b,,b,,a,,,-3.0748211934622334,,-0.8767274822806347,1
3859,b,a,,b,,0.4709109183369331,,4.666249674876731,,,1
3860,b,,a,,a,3.085708161218113,-0.0100533984123558,-0.1480361071795441,-1.1281578940424106,,1
3861,,b,,a,b,,,7.2509064649942,-0.5162241434887678,1.032100749057572,1
3862,,a,a,b,a,,,,-1.4376927173731051,,1
3863,b,,b,,b,,,3.207350038458272,,0.3327418732748255,0
3864,,,,,,,1.6198493960754767,7.998981679092516,-0.3621488150029704,1.2290287332177363,0
3865,,a,,,b,2.6759213961244885,,3.625746216601556,,,1
3866,,,,b,b,,1.0566274350285525,,-1.1079925406718385,,0
3867,a,,,,,,0.4353962234146441,1.859113452781981,-0.6452211670861215,,1
3868,b,,a,,,1.597756343159814,0.8931330620380528,,,,0
3869,b,a,a,,,2.9531786403911906,0.4514122954377647,,-1.0355541482579294,,1
3870,b,,,a,a,,,,-0.064312454908364,,0
3871,,a,,b,,0.689258210928708,0.4520216867042143,2.8863759119664847,-1.579770327991156,,1
3872,,,,,a,3.115883124170588,1.5162039290991791,7.1977255402685945,-1.242759831827973,1.0574997629396836,0
3873,,a,,b,b,,2.0547655215755896,11.611744425398545,-1.042395136700638,1.5481413488181344,1
3874,,,a,a,,0.5200438769625138,,23.134744577688902,,3.1943463582585263,0
3875,,,a,,,2.443187980327428,3.288655419996044,,,,0
3876,b,a,a,a,b,3.075042992333758,,,-0.6510364382253351,,0
3877,,a,a,a,a,2.9984946683271727,,0.4738308809752288,,0.3427275047503983,0
3878,b,a,,,,2.282051970551713,,1.760631052947283,,,1
3879,,a,,b,b,,2.489519602994619,,-1.7254295061149665,,0
3880,b,,b,a,,1.5040568250028392,1.1769719121252105,5.462241523503858,0.6206533766761944,,0
3881,,a,,a,a,2.491413426979053,,,-0.5755091669075874,-1.127730869864259,1
3882,,,,a,a,2.138912550542984,1.182064422348395,5.865572403402272,-0.9960414258780868,0.7558250296507862,0
3883,,,,a,,0.2198446099183357,3.311910998752138,,-1.2088667840546836,,0
3884,,b,a,a,b,3.0016756595347864,2.3455006100641693,,0.289120662815048,,0
3885,,,,,,3.0368654988155788,-0.9275342996201744,,,-0.9624659209757734,1
3886,,a,b,a,,,-0.2137760969137949,,-0.62079410170262,-0.1395630638769793,0
3887,,a,a,b,a,,3.250213628496812,16.546633173329333,-1.812315446784624,,0
3888,,a,a,,,,,1.2505920288698729,,0.1544552492461669,1
3889,,,,b,,,1.5092729082828935,,-1.3935748174619598,,1
3890,,,,,,,1.8864970379486183,9.45889206613768,,1.5937362072657986,0
3891,b,a,a,,a,2.93299483009155,0.7842033648448994,,,0.609172718819906,0
3892,a,b,a,,,2.312119774046049,1.410145793253234,5.994299311825819,-0.6769615083851492,,0
3893,,,,,,1.4057370423259277,2.624316956815203,,-1.6588587349839172,,0
3894,,a,a,b,b,2.360030183249804,-0.3803576852744794,-1.9894806632622164,-1.036858516060743,-0.3637635897027856,1
3895,b,a,,b,,,1.785633181511714,,-1.4531209627339834,,0
3896,,a,,,,2.4393802717629707,,5.259217517090049,,,1
3897,b,b,b,b,,,1.562721166224451,7.4161295794911695,-1.9300881859674837,,0
3898,,a,a,,a,2.888922367291899,,,-0.7504133702838582,1.071084852867065,0
3899,a,a,,,,,,,,,1
3900,,a,a,a,a,1.3571842978133253,0.0974715872011035,,-2.3765539052915603,,1
3901,,a,,a,a,1.3124353249589635,,3.658483737624181,,,1
3902,b,a,,,b,,-0.4700618111015533,,-0.5182355935293577,,1
3903,b,a,,a,,3.2128410781098413,0.2866677269967972,,0.6900373202574588,,1
3904,a,a,a,,a,2.372327205305035,,-1.1435095182404122,,,1
3905,,,,,b,1.8542206357339304,2.6956271407297985,,-1.987754934171124,,1
3906,a,,,a,,2.722190188030339,1.8914954006569795,,-0.0542182200188033,,0
3907,b,,,b,a,,,-0.5713241725528133,,-0.2280598905835736,1
3908,a,a,,,,3.0364306777877275,,9.219635556377025,,1.341335525116013,0
3909,,a,b,b,b,,0.7564043248678626,,,0.4349829672578615,0
3910,b,a,,,,,1.1578955047313024,,,,0
3911,,,,,,2.492803552255131,-0.1414766480556986,-0.558058534401477,,,1
3912,a,,,b,b,0.5117190556511804,,4.054701089004155,,-0.1587735407109125,1
3913,,a,b,,a,,,1.68094045050216,0.1304719586518481,0.0733068742754015,0
3914,b,,,a,,2.6491173127816894,,1.8032048599977717,-0.8369958023444102,-0.0292972613345217,1
3915,,,a,b,,,0.0175919235469077,0.3252893256761193,,-0.2489823995924274,1
3916,a,,a,b,,3.2538537852461378,,2.644136248878925,-1.3498870656018618,,1
3917,,a,,,b,1.9823392700346596,,,-2.858590706039504,,1
3918,a,b,a,,,1.594148538305185,0.6231853482087606,,-1.0234121578328208,,1
3919,,,a,,,,,7.5923663985688385,0.5686499979092059,1.427817103280307,0
3920,b,a,,,,,,5.846551032220905,,0.2353483210004869,0
3921,b,,,a,,2.2189615524727886,0.0838617202424811,,-0.8181585859220655,,1
3922,b,a,,,,3.496069917831405,,,-2.1452476162363125,0.4044764129809383,1
3923,,a,,,,,2.2312928896711064,10.74892568733425,,,0
3924,a,,a,,a,,1.9015019787306533,,-1.8313234776824123,,0
3925,,,,a,a,1.0653582109262911,,,,2.055954727283529,0
3926,,a,a,,,1.800348483687885,1.2801856367252231,5.937769181981766,-1.1127591548516795,1.0110797753577505,0
3927,,,b,,,1.778948281526457,,,0.2174054967565675,0.8703966290759118,0
3928,,a,a,,b,,2.221771273369916,,,1.086164747299006,1
3929,a,a,a,,b,3.836708379900698,1.383493084986618,,0.3983605594857438,,0
3930,,b,,b,,,2.472642854554355,,-1.5925073801739438,1.7358889774127662,0
3931,b,a,,,a,,,3.364220704602849,,0.3733020168296067,1
3932,a,a,a,b,b,,,-0.2242903056221293,,-0.2667702924850472,1
3933,b,,,b,,2.362009772931391,0.6858752788206796,3.34742465244888,-1.8169175817579803,0.0593252744809444,1
3934,a,a,b,a,,2.4420365244395468,1.102775503476196,5.435079584342629,,1.0606478196626787,0
3935,a,,,,a,,,,0.1973465405384058,,0
3936,b,b,b,,b,1.5115297719208105,-0.6505467844601598,,,-0.7293077579098933,1
3937,a,a,b,a,,2.870563637876457,,,,1.3355348427442058,0
3938,a,,,b,a,2.0142029763456137,0.6226637706726885,3.441777512265268,,,0
3939,b,a,,,a,,,-0.8355605066285421,,-0.3650795964182687,1
3940,,,a,a,,1.3610077621108818,1.7929310690858564,,,,0
3941,,,,a,,,1.9811700438241089,9.310567719490027,-0.0377043062605939,1.847845439627282,0
3942,,a,a,,a,1.673517248921635,-0.3730047518769801,-1.9573362362340785,-0.3821026192174335,-0.4247451336209095,1
3943,b,,,a,a,1.7193850454133228,2.164569990864321,,-0.2099873251867027,,1
3944,,,,,,,,,,2.148880162521792,0
3945,,,a,,a,1.9871805280177772,-0.1379831058177238,,-0.3270780121826963,-0.2336369175637135,1
3946,b,,,a,,,0.1152279475281475,,,-0.3158184532706102,1
3947,a,,,,,2.159456542083556,,,-0.2126431487454771,,0
3948,,,a,,,,,,,,0
3949,b,,,,a,,,,-1.760179734545398,-0.0442378634895499,1
3950,b,,,a,a,,,9.4665019218347,-1.2813792832846085,,0
3951,b,a,a,,b,0.5656356157049718,,,,,1
3952,b,a,,,,0.9551273811209076,,,,,0
3953,b,a,,,,,1.0354731399642847,,,0.8980290682436487,0
3954,,a,,,a,,1.7164464469871314,7.607934666456057,,,0
3955,,,a,a,,,,10.25616177537367,-0.9089912353228208,1.7109336857265671,0
3956,b,a,b,,,,,,0.4725527675185828,-0.3428091847851947,1
3957,b,,,a,,,1.329317020925316,,,1.1975174515026388,0
3958,,a,,a,,,2.1931805859644777,11.891543970484964,-0.588249004512291,,0
3959,b,b,,b,a,,-0.105593821997624,0.0520083439786791,,,1
3960,,a,,b,,3.486868403986148,,9.69162126112354,,,0
3961,a,,,a,,,,0.2556395024755425,-1.1525402272149352,-0.0445554550116414,1
3962,b,b,b,,b,,,2.323088931227732,,0.3078932552715712,0
3963,b,,a,b,,2.0634877748134475,,,,0.6276832958551168,1
3964,b,,a,,,,,0.4158441982361799,,-0.2266698077318387,1
3965,,,b,b,b,0.6007955425950231,1.0158210023137824,6.100901154718715,,0.343533162892604,0
3966,,b,,,a,,,7.043796583720623,-1.741475840105552,0.7639727719727233,1
3967,a,a,,a,a,2.754705599779174,,7.71271487670259,0.2911453836612894,1.2778209702719492,0
3968,a,b,,a,,,,6.406842171914475,,,0
3969,,a,,b,b,2.05459707833903,-0.3985170535631508,,-2.584003672000872,,1
3970,b,a,,b,,,-1.4936133820517168,-7.549641122558352,,,1
3971,b,,,a,a,-0.9799145578078874,,,,,0
3972,b,a,b,b,b,1.3044908340087824,2.077906768549094,9.55028408033371,-1.2856873474145925,1.4216515412455393,0
3973,,a,,b,,,,,-1.2512137659367537,,1
3974,,b,b,b,,,0.3995305643324032,,,,1
3975,,,,,,1.4579507415780426,,,,,0
3976,,,,a,,,2.168002297244532,,-0.4383325691479767,1.7553127956672352,0
3977,,a,a,b,,,0.4571115332847349,,,-0.0274775506148423,1
3978,b,b,,a,b,,-1.154040495370582,-5.659734953484387,-0.713014980732583,-1.020441083441855,1
3979,,,b,a,,2.3182240702908725,,,,,0
3980,,a,a,,,3.078929715433698,1.2257339013912163,6.554538398217289,-1.3780328215306732,0.6076796318367804,1
3981,,,b,b,b,,-0.3447031163236969,-1.0927504046764362,-0.9722304800231152,,1
3982,a,a,,,a,2.371202238741037,1.40221896624784,6.405081210150821,,1.1063104647788236,0
3983,,a,,a,b,,-0.6866345021289215,-2.4352878033196683,,,0
3984,b,,,,b,,0.69091896332904,,-2.52156351627568,0.0990109037486095,0
3985,,a,,b,b,,,,,-0.6956171756051052,1
3986,a,,a,b,,3.554010621318778,,5.526260213415736,-0.2959477901157833,,0
3987,,a,,,a,,1.0768847237059906,,-0.7406421047340737,,0
3988,a,,,,b,2.67896807493045,2.844211544474045,14.431030152717575,,2.058827853858947,0
3989,b,a,a,a,,,,10.15127517151157,,1.7459634521963263,0
3990,a,a,,a,,3.562322189513352,,,,-1.3919998827037965,1
3991,,,b,b,a,,1.84145675140361,8.706356418307957,,,0
3992,,,b,a,,,,,-0.4716787579607521,,0
3993,b,,,a,,1.6080318852405877,2.0044035824019044,9.926483985638145,,,1
3994,,b,,,a,3.298360823999622,,,,,1
3995,,,,b,b,2.50260146724575,,1.958133827389783,-1.179701130661099,0.1140408809711596,0
3996,b,,a,a,,,,,0.1564004230457927,0.9893543914183142,0
3997,b,b,b,,,,2.56907240732569,,-1.6232655622666816,1.7647923873016338,0
3998,b,,b,,,,1.2816337770596844,7.4713557040695875,-3.4492638111086427,,0
3999,,,,a,b,,,,,0.6809319830864846,0
4000,a,,a,,b,,0.0318975822255611,,-1.1417421607856524,-0.4566913612954407,1
4001,,a,a,,,,-0.1106847464885882,-0.962773714033998,-1.5406106825220451,-0.3255764663981924,1
4002,a,,,,,1.3133009351603755,,7.240776934969451,,,0
4003,b,a,a,b,,,-2.0906083925612373,,,-2.021501155547999,1
4004,a,a,a,,,,,-1.2378814688283275,0.1279175019609,,0
4005,,,b,,a,,2.16327309215985,11.172625964387883,-1.2709493193028627,,0
4006,,,,a,b,3.4975343594527435,2.3040376725140934,12.807105036922197,,1.7898858167716103,0
4007,,,a,a,,,1.1919660878999985,,,,0
4008,,,,,a,,3.059425744449992,14.698930908782089,,2.3413811295811087,0
4009,,b,a,a,b,,-0.7077354909033511,,0.622367714803739,-0.6760133254846172,0
4010,,,,b,,1.700821828723687,-0.0232762821435452,-0.7928317472408254,-1.7824140444370349,-0.5417935276366247,1
4011,,,a,,,2.45490737953968,,-1.9737064946890168,-1.2549407262926675,,1
4012,,a,b,,,3.062871288746452,-0.7873057815135363,,,,0
4013,a,a,a,,,,0.1271126388015774,0.8453957294763459,0.8423820794995853,0.3474650139294526,0
4014,,,,,b,,,5.534119370572084,,,0
4015,b,,,a,b,1.5281825386778,1.5834270091068243,8.864733784404114,-0.8845943389879047,,0
4016,,,a,,a,3.768298966693021,,3.715862389929003,,0.3649510413652558,0
4017,b,,a,a,,,,,-0.2495101321901255,0.1605520897003897,0
4018,a,a,b,a,,1.386925550727237,,8.141212448263758,,1.7989630474521596,0
4019,,,a,b,,2.0696951506981875,,,,,0
4020,,a,,,a,0.265643575431886,-0.198804133248257,,-1.21416367250206,-0.3947870495216017,1
4021,,,a,a,a,,2.0155415203494966,,,,0
4022,a,a,,b,,2.660021468462271,1.1452695779853084,,,0.6358832745329922,1
4023,,a,a,a,a,2.673449899215765,-0.5349683496280423,,-0.6796647828951499,-0.4480212229945009,1
4024,b,,a,,b,,1.2176429949083083,6.433306086757318,-1.7776527199172762,0.6550049558604867,1
4025,,a,b,a,,,,,,,1
4026,b,,,,,,2.485226452268206,,-1.4204908268368608,,0
4027,,a,,b,b,2.072316602234148,0.3424064172702716,,-1.072055316474246,,1
4028,,a,a,,a,1.798125503430786,1.0254000924372526,,-0.7850091532519808,,0
4029,b,a,,,,,-1.349910472700625,,1.565045350660177,,0
4030,b,,b,,b,2.2588987769025186,2.1791696693274814,10.122418728163217,,,0
4031,,,,,,,,-4.312251546088477,-0.1048105387198453,-0.9133752993661638,1
4032,,,a,,,2.2621201105092994,,,,-1.6735222497842073,1
4033,,a,,,,2.2361313221785464,,,-0.6620813616020292,0.7531562637769234,0
4034,a,a,a,a,a,2.2004723064659406,,,1.6270772698239182,,0
4035,b,,,a,a,3.8150202191936127,,2.6418286346068127,,,0
4036,b,,a,,,4.056582350000269,,8.06637858413325,,1.734104805195957,1
4037,b,b,,a,,1.8350547756820368,,,,,0
4038,,,,b,b,1.3407067134789996,,,,,0
4039,,a,,,a,1.9260271406577345,1.0875055115906245,6.016009503079683,-1.7075039551223998,0.1799558831972328,0
4040,,a,a,,b,,1.7219878249200902,8.54608470372891,,1.489377488157107,0
4041,b,,a,,,3.8710154119678704,-1.62831882627695,-9.167452837564875,,-1.6583794941044814,1
4042,b,,,a,a,2.5542550873080487,1.0534285281557931,,-0.1862617652776044,0.6893144593769878,0
4043,a,a,a,,,-0.0589785336684915,0.6712149316923972,4.682718469593667,0.4296395070300818,0.4381972038629479,0
4044,,,a,a,a,0.0437375388733161,,,,1.2995083764158415,0
4045,b,a,b,,,,1.2001981368735988,,0.2870061721114205,1.0078850378043742,0
4046,b,,a,,a,,0.6076914253172705,2.8470205345625987,,0.5298949655316338,0
4047,a,,a,,,,,13.432469086851617,-1.2156161878731038,,0
4048,a,,a,,b,,0.8701508377889655,,,0.1533552868102652,1
4049,b,a,a,b,,,1.5072236839766782,6.932318183830932,,0.9544932037545124,0
4050,,,,b,a,,0.6984256063699195,4.25498342872796,,,0
4051,b,a,,a,a,,,,,,1
4052,,,,,a,1.9461182032261088,2.329947439917457,,,,0
4053,,,,a,,1.5036625982087224,,4.4178621837952825,,0.4990628060333078,0
4054,,,,a,b,3.247948534677976,,,1.292311905155871,1.9404771114878847,1
4055,,a,a,,b,4.385958374725725,,6.480068514608496,,,1
4056,,a,a,b,,,,4.135300144235534,,,1
4057,b,,,b,,1.5087869186031777,0.7306788618117641,2.2081560724856795,-0.9655981845334204,0.3211716066424778,1
4058,b,b,b,a,b,-0.7576686013223588,,2.40311753703684,0.4489277982682116,0.4601490078894632,0
4059,b,,b,,a,2.702801977368224,,-0.9768239452384688,,0.0737944261807512,1
4060,,,,,b,-2.9306500929955037,,14.653987356652625,,,0
4061,,,b,,,,1.520283863905215,,,,0
4062,b,a,b,,,2.401364683680461,,5.8163026452156,,,0
4063,b,a,,a,b,,2.500056064071579,,1.098766437357634,,0
4064,,b,,b,,4.161210383776301,,,,1.28626882729465,0
4065,,,,,,,,-14.905503223881173,,,1
4066,a,a,,,b,,,-2.2376493610807078,-0.5311558939538576,,1
4067,,a,a,a,b,1.9268848174294968,1.8659921702489173,,,0.9340331805784676,1
4068,b,,,a,,,,,,,1
4069,a,,,,b,,4.187547498557576,21.51486714651622,,,0
4070,,a,a,,a,1.2425212561982844,-0.0383471369266574,,,,0
4071,a,a,a,,a,,1.7601020582001423,,,,0
4072,b,,a,,b,2.69163063544836,-0.967667480547202,-5.344565442412355,,-0.9488836400181924,1
4073,,a,,a,,,,2.809984808691984,,,1
4074,b,,,b,,2.9621874588147006,1.745403412657052,8.993232189796103,-1.086324828965567,,0
4075,b,a,,b,,1.5678991527101898,-0.6077399960189573,,-2.1309485444805523,,1
4076,a,a,,b,b,3.1137465341509327,-0.293932698665217,-2.3736460646632214,,-0.4614088945337273,1
4077,,a,,,a,,,,,,0
4078,b,,a,,,,-0.5651595405624548,,-2.371908575355019,,1
4079,b,a,a,,b,-2.227708961184172,,,-1.8713632989977984,-1.3555930708854496,1
4080,,,b,,b,-1.9795046200589748,0.5498718525772828,3.372618165291108,-2.0888788873291606,,0
4081,a,a,b,b,,3.47324468279918,,6.6743571371841925,-0.6985945692937718,,0
4082,b,,a,a,,,,,,1.0407861422426157,0
4083,a,,,b,a,,1.0086825392138137,3.951160487752641,-2.2564405162584444,,0
4084,,a,a,a,,0.5194545653643547,,7.013776535771889,0.7887283839981796,,1
4085,,,b,a,a,2.528371270862562,1.4046325009684784,,,,0
4086,,a,,,,,0.4905619613612554,2.0682810228409774,,,0
4087,a,,a,,,,,,,0.1056151498349928,1
4088,,a,a,a,,,,4.015385308817956,,0.5051043337910454,0
4089,a,,,,,-3.0960083043858213,,,,,1
4090,,b,a,,,1.273668948661363,,7.45050803539868,,0.83951555225335,0
4091,b,a,a,a,,0.6019856192145765,0.9941146192382242,5.651321230905432,,,1
4092,a,a,,a,b,2.0371946275022204,2.116287440755205,9.982738285971308,,1.551177744116608,1
4093,b,b,b,b,b,,,0.7608499524936749,-2.177363473392237,,1
4094,b,,b,b,,1.534447303077994,1.152403016931738,,,0.3531977234110249,0
4095,,a,,a,,,2.387590414123828,11.544871539991812,-1.5548265240701693,1.9067114934037752,0
4096,b,,,,,1.6405364682279764,0.3705803167546145,2.8040025881413277,-1.797604604180882,,1
4097,b,,,,,,,2.416005719224814,,0.0894144680647062,0
4098,,a,b,a,,,,,,,0
4099,b,,b,a,b,,-0.1705855033216134,-0.9469875507782198,,,1
4100,b,,b,a,,,,,0.0066055336396194,2.3061853461078368,0
4101,,a,,a,,,,,,-1.567901219865408,1
4102,a,,,,,1.8315598944408376,,5.386614650716619,-1.746860695083234,0.6106175412250312,1
4103,b,,,,a,2.6594527722775,,10.475990546652444,0.7934787673030763,,0
4104,b,a,b,,,,,-7.614832538271301,,-2.0438502124332314,1
4105,,,,,a,2.142783675688276,,,,0.3891729326289346,0
4106,,,,b,,3.547310853416831,0.1958423137219342,-0.08208906181366,-2.3967872513624813,-0.362866747014633,1
4107,,a,,,,,,,,1.50308897292048,0
4108,b,,,,a,,,,,0.4422994748742354,0
4109,,,a,a,a,,,-10.684396877182438,,-2.0307889239906176,1
4110,b,b,,b,a,,-1.6910476181797376,-8.625689827477869,1.5727813779668929,-0.9881160992722012,1
4111,a,,a,a,a,,,-0.8606412975417022,0.1896124671324215,,0
4112,,,b,,b,,-0.1047183171093357,,,-0.0549665796382821,0
4113,,,a,b,,2.0224863770907464,,,-1.307359178318859,,1
4114,b,,,a,,1.616107075125781,0.6632919399844623,2.9541460745091253,-0.3128812985905735,0.675613103335676,0
4115,b,,,,a,,,6.014883987325504,0.7876029002575007,1.2516007807649538,0
4116,b,,,a,,,0.6589563511036679,3.693331490516289,,,0
4117,a,a,a,,,,,,-1.2529647038354894,0.6193525588817259,1
4118,b,,a,b,a,1.967951078923931,-0.0955284552060886,,-1.499776933118426,,1
4119,,a,,b,,1.9741244271468767,,,-1.7931188807042848,-0.4089755291872714,1
4120,b,,,a,,1.0644307886184623,-0.2245533517363664,,-0.0911114006310725,-0.3858870775434981,1
4121,b,,a,a,a,,1.28047311002019,,,,0
4122,b,,,a,,,2.0230859039840645,,,1.5794402439933342,0
4123,a,a,,a,,0.7009730499386577,,4.326328465819024,,1.457962231502065,1
4124,,,b,b,b,,,,-2.046626959803314,,1
4125,,,,,,3.1654209410528926,,,-1.0629267446351276,-1.5441063385974114,1
4126,,a,a,a,,,,-2.237058440496589,-1.349033248476435,,1
4127,b,,,a,b,,,2.752716597203549,-0.4811499226717317,,0
4128,,a,,,,1.83114415953834,,4.064286833349935,-2.9070662095098507,,0
4129,,a,,a,,,2.893585096838544,,0.8441713725180326,2.403477463313337,0
4130,b,,a,,,2.997881382362575,,,,,0
4131,b,,,a,b,1.3156766961189144,,3.265702438143637,,,1
4132,a,a,a,,,1.9871385565358173,,,-0.7826108535986064,,0
4133,,a,b,a,,,,-8.95225810003378,-3.5195388214356718,,1
4134,a,,a,,a,2.910628164940278,,11.672904352219437,,1.848338184914677,0
4135,a,a,b,a,a,,-1.4273828319758404,,0.4350128421115233,,1
4136,b,,a,a,a,-0.5700402085103939,0.2957649265121433,,,0.6509248771773897,0
4137,a,,a,,a,,,4.589219616251658,,,0
4138,,,,a,a,,-0.8170785137762396,-4.521686612166143,,-0.8841437327179686,1
4139,b,,a,b,b,,,10.828636283179982,-1.2990673061022333,,0
4140,b,b,,,a,2.850191434707438,,-2.0139767292455084,-1.4921315758052125,,1
4141,,,,,,,,,-1.827775309979963,,1
4142,b,,a,,,0.3499805138628615,,,-1.8211893971761104,,1
4143,b,a,a,b,,1.6949636434765745,2.1753940950531248,12.613570019991297,,1.6569830283672835,0
4144,,a,,a,,,1.508608714482134,7.4748608518251425,-0.2735602237844512,1.11508150032251,0
4145,,a,,,b,-1.212761314262218,,6.070100668567042,,0.9502198236109608,0
4146,b,a,,,b,,-2.511586131718321,-12.676157754378236,,,1
4147,b,a,a,,,,,-9.978983893127188,,-1.3027723849644612,0
4148,,b,,,,3.05797906785338,,4.329778506712747,,1.1709261966090967,0
4149,b,a,,,b,,,20.04613853685752,,,0
4150,,,b,,,,0.3268059515038906,,,0.1188474127387507,1
4151,b,a,b,a,a,3.210876274922232,0.1000915296848948,0.8864918051821855,,0.1062761140940155,0
4152,,b,,b,,2.0292178771440703,-0.4506044867266964,,,,1
4153,,b,,,b,2.310648538730832,,,,,1
4154,,a,,,a,,,,,0.5108706995947208,1
4155,,a,,,,,,-4.598445572335103,,-0.9669510042813771,1
4156,,a,a,b,b,,,,,0.0568800270269884,1
4157,b,,a,b,,-3.7520215345652383,1.186277179428153,6.790328037337124,,,0
4158,b,a,,,,,,4.457011648840914,1.7967777831569949,,0
4159,a,,,,,,,6.941310210492699,-0.6412935087777414,1.1266782606067836,0
4160,,,b,,,,2.0431641533998626,11.123026306079597,,,0
